Title,Artist,Tempo,Loudness,Energy,Danceability,Duration,Key,Mode,Year,Hotttnesss,AvgTimbre,AvgPitches,FilteredTerms
If Every Day Could Be Christmas,Richie McDonald,99.784,-4.385,0.0,0.0,290.69016,5,1,2009,nan,6.563618544979337,0.25598104690504775,country gospel:1.000;roots reggae:0.923;reggae:0.812;dub:0.798;country:0.732;country music:0.675;christian music:0.657;spiritual:0.595;christian:0.590;tennessee:0.483
Le Chagrin de Coco,Alexandre Desplat,170.024,-21.011,0.0,0.0,177.42322,5,0,2009,0.4782769949300473,-2.0462343796386806,0.24664510812711157,soundtrack:1.000;ballad:0.984;film score:0.937;chill-out:0.936;easy listening:0.903;classical:0.859;rock:0.836;electronic:0.793;ambient:0.793;minimal:0.793;contemporary:0.776;pop:0.775;modern classical:0.769;modern:0.767;composer:0.759;film music:0.753;instrumental:0.747;romantic:0.747;contemporary classical music:0.736;orchestra:0.735;french:0.733;united states:0.696;relax:0.688;classic:0.688;male:0.688;00s:0.688;dark:0.688;beautiful:0.688;new age:0.688;piano:0.688;ost:0.688;calming:0.687;neoclassical:0.643;european:0.639;movie score composer:0.634;film score composer:0.629;original score:0.621;achingly intelligent:0.612;movie soundtrack:0.604;movie score:0.593
This Is Where It Ends (Album Version),Barenaked Ladies,120.969,-11.835,0.0,0.0,173.19138,7,1,1996,nan,-4.209327282689046,0.2879937081989663,post-grunge:1.000;rock:0.807;pop:0.736;canada:0.735;toronto:0.684;ontario:0.631;grunge:0.549;california:0.520;alternative rock:0.477;soundtrack:0.466;acoustic:0.396;jazz:0.394;melodic:0.382;comedy:0.367;mellow:0.357;folk:0.344;guitar:0.327
A Brief Moment In The Sun,Nightswimmer,119.826,-10.803,0.0,0.0,281.80853,0,1,0,0.0,4.616293299286675,0.38375354549075313,melbourne:1.000
Heaven Stood Still,Mink DeVille,41.945,-20.055,0.0,0.0,173.92281,7,1,1980,0.5033812362063191,0.1934406527710414,0.26830851924603294,blues-rock:1.000;r&b:0.830;pop rock:0.829;rock:0.824;roots rock:0.821;rock 'n roll:0.821;ballad:0.810;cabaret:0.788;swamp rock:0.788;surf music:0.788;big beat:0.788;salsa:0.788;country rock:0.788;southern rock:0.781;glam rock:0.777;new wave:0.774;blues:0.767;classic rock:0.741;garage rock:0.732;alternative rock:0.727;easy listening:0.726;disco:0.726;pop:0.710;oldies:0.708;latin:0.707;punk:0.705;downtempo:0.698;germany:0.680;funk:0.676;singer-songwriter:0.657;electronic:0.656;nederland:0.655;indie rock:0.654;united states:0.650;jazz:0.645;80s:0.637;male vocalist:0.633;synthpop:0.625;soul:0.604;new york:0.604;metal:0.571;indie:0.571;american:0.571;psychedelic:0.571;house:0.571;70s:0.571
All I Ever,Ms. Dynamite,150.567,-11.136,0.0,0.0,269.81832,9,1,2002,nan,1.1778974843084673,0.33809852413254343,grime:1.000;hip pop:0.977;uk garage:0.977;urban:0.968;chill-out:0.944;dancehall:0.936;garage:0.934;hip hop:0.922;rap:0.918;dub:0.886;reggae:0.883;r&b:0.875;female vocalist:0.847;electronica:0.799;british:0.778;female:0.768;jazz:0.765;pop:0.755;london:0.739;soul:0.739;england:0.739;00s:0.716;english:0.716;female vocals:0.716;sexy:0.716;drum and bass:0.684;funky:0.677;dj:0.677;remix:0.677
Rafaniello,99 Posse,101.849,-12.492,0.0,0.0,351.34649,7,1,1992,nan,3.391797293325675,0.36095315509125986,reggae:1.000;hip hop:1.000;breakbeat:0.995;ragamuffin:0.988;dub:0.966;hip pop:0.925;rapcore:0.917;dancehall:0.884;rap:0.843;electronic:0.800;funk:0.790;alternative rock:0.772;singer-songwriter:0.767;italy:0.755;electronica:0.746;italian:0.736;political:0.725;underground hip hop:0.703;raga:0.665;alternative:0.663;male vocalist:0.663;female vocalist:0.663;antifascist:0.561;antifa:0.561;conscious hip hop:0.541;italian rap:0.521;naples:0.514;top 250:0.441
Devil Pickney,Sugar Minott,161.353,-5.807,0.0,0.0,284.73424,10,0,0,nan,0.1586186684885409,0.3914353292700244,roots reggae:1.000;dancehall:0.983;lovers rock:0.981;reggae:0.967;dub:0.928;rock steady:0.877;ska:0.792;neo soul:0.785;soca:0.785;roots rock:0.785;rock 'n roll:0.785;southern soul:0.785;northern soul:0.785;motown:0.785;dubstep:0.784;r&b:0.779;trip hop:0.767;jamaica:0.745;raga:0.739;disco:0.727;germany:0.712;oldies:0.710;hip hop:0.707;united states:0.702;downtempo:0.701;classic rock:0.693;blues:0.687;funk:0.680;singer-songwriter:0.662;indie rock:0.660;electronic:0.643;male vocalist:0.640;female vocalist:0.639;roots:0.631;canada:0.613;italy:0.613;rock:0.606;pop:0.582;folk:0.582;80s:0.582;soul:0.582;world:0.582;japan:0.582;gothic:0.582;70s:0.582;country:0.582;french:0.558
Noe Cuando El Diluvio (Sevillanas Biblicas),Rocio Jurado,87.533,-8.123,0.0,0.0,217.67791,2,1,0,0.0,9.250324846603897,0.37863788057495723,bulerias:1.000;flamenco:1.000;latin pop:0.977;oldies:0.810;female vocalist:0.762;spanish:0.718;folk:0.700;80s:0.700;90s:0.675;70s:0.675;00s:0.675;latin:0.675;spain:0.675;pop:0.633;mexico:0.626;andalucia:0.528;barcelona:0.524;musica:0.507;madrid:0.503;diva:0.491;ballad:0.434
Put Him Out,Ms. Dynamite / Bounty Killer,105.201,-4.999,0.0,0.0,241.37098,8,0,2002,nan,13.57332253436183,0.4623725191723953,grime:1.000;hip pop:0.977;uk garage:0.977;urban:0.968;chill-out:0.944;dancehall:0.936;garage:0.934;hip hop:0.922;rap:0.918;dub:0.886;reggae:0.883;r&b:0.875;female vocalist:0.847;electronica:0.799;british:0.778;female:0.768;jazz:0.765;pop:0.755;london:0.739;soul:0.739;england:0.739;00s:0.716;english:0.716;female vocals:0.716;sexy:0.716;drum and bass:0.684;funky:0.677;dj:0.677;remix:0.677
You're Laughing Now,Jazz Gillum,107.669,-16.855,0.0,0.0,165.85098,9,1,1997,nan,4.939850585257399,0.3211514477983186,chicago blues:1.000;country blues:0.902;harmonica blues:0.821;blues:0.799;slide:0.774;jazz:0.730;oldies:0.650;guitar:0.614;chicago:0.593;harmonica:0.526;folk:0.500;classic:0.500;mississippi:0.461;30s:0.441;harp:0.438;legends:0.427;blues harmonica:0.407;78rpm:0.403;blues singer:0.392
Who In the World (Album Version),Babbie Mason,199.762,-12.647,0.0,0.0,210.59873,5,1,0,0.0,4.796484742159565,0.3396405339609647,ccm:1.000;southern gospel:0.915;female vocalist:0.726;christian:0.692;gospel:0.676;inspirational:0.625;praise & worship:0.624;urban:0.614;contemporary gospel:0.589;spiritual:0.586;contemporary christian:0.584;black gospel:0.505;evangelica:0.451
"Pli Selon Pli (""fold according to fold"")/IV.  Improvisation sur Mallarmé III",Pierre Boulez,47.794,-18.628,0.0,0.0,956.60363,0,0,0,nan,6.737455265221848,0.32978247821810586,classical:1.000;serialism:0.995;contemporary:0.963;electronic:0.933;experimental:0.911;modern:0.889;downtempo:0.868;easy listening:0.863;germany:0.823;united states:0.823;modern classical:0.799;abstract:0.796;contemporary classical music:0.792;french:0.782;avant-garde:0.771;european:0.750;minimal:0.743;composer:0.732;ambient:0.720;baroque:0.720;piano:0.682;romantic:0.682;italy:0.682;neoclassical:0.675;20th century:0.664;renaissance:0.660;20th century classical:0.660;classic:0.651;musica:0.647;synthpop:0.647;conductor:0.586
Quarter P.O.D.,Assassin,174.005,-6.703,0.0,0.0,155.16689,10,0,0,0.0,9.015244028773616,0.4202464722834545,dancehall:1.000;reggae:0.952;lovers rock:0.908;speed metal:0.890;hard trance:0.883;hip hop:0.883;roots reggae:0.882;hard house:0.856;soca:0.856;uk garage:0.856;alternative hip hop:0.856;bass music:0.856;pop rap:0.856;gangster rap:0.856;trip hop:0.836;thrash metal:0.828;trance:0.817;breakbeat:0.809;rap:0.801;power metal:0.796;west coast rap:0.791;world music:0.784;electronic:0.774;ska:0.771;black metal:0.762;heavy metal:0.758;house:0.729;jamaica:0.713;raga:0.704;drum and bass:0.674;french:0.670;metal:0.670;california:0.670;rock:0.663;gangsta:0.642;hardcore:0.637;indie:0.637;german:0.637;80s:0.637;latin:0.637;political:0.637;italy:0.637;old school:0.637;female fronted metal:0.637;hardcore rap:0.623;ireland:0.613;united states:0.611
Set The World On Fire,Britt Nicole,120.008,-4.58,0.0,0.0,220.36853,4,1,2007,0.6833732483660871,-2.3038271298570137,0.31585388696582695,ccm:1.000;pop rock:0.897;soft rock:0.895;christian music:0.892;grindcore:0.854;female vocalist:0.804;dance:0.774;united states:0.768;gospel:0.759;r&b:0.758;hip hop:0.755;techno:0.754;pop:0.745;rock:0.729;christian:0.727;contemporary christian:0.717;american:0.676;00s:0.676;female vocals:0.676;female:0.676;worship music:0.670;english:0.638;christian pop:0.627;praise & worship:0.626;international:0.609;electropop:0.606;girls with guitars:0.585;singer:0.582;energy:0.563;female fronted rock:0.561;sexy female vocals:0.559;christian woman:0.539;last.fm:0.473
Red River Falling /O rubor sanguinis,Richard Souther,107.005,-16.481,0.0,0.0,283.27138,10,1,0,0.0,-12.406414836841856,0.29197128661113303,chill-out:1.000;smooth jazz:0.994;orchestra:0.955;jazz:0.945;celtic:0.927;new age:0.921;adult alternative:0.883;easy listening:0.869;ambient:0.864;electronica:0.855;ethnic fusion:0.836;electronic:0.827;spiritual:0.818;soundtrack:0.812;contemporary instrumental:0.802;piano:0.771;classical:0.726;beautiful:0.726;ethereal:0.726;acoustic:0.700;rock:0.690;holiday:0.667;pop:0.655;country:0.655;instrumental:0.655;melodic:0.655;composer:0.655;smooth:0.654;romantic:0.654;world fusion:0.654;contemporary:0.634;united states:0.619;solo:0.601;cinematic:0.590;soundscape:0.581;celtic new age:0.555
Sometimes (LP Version),Doug Sahm,104.618,-13.873,0.0,0.0,159.42485,5,1,0,0.0,0.6919474148330058,0.22682899569026815,blues-rock:1.000;tex mex:0.999;country rock:0.999;roots rock:0.996;southern rock:0.889;tejano:0.786;americana:0.775;doo-wop:0.773;texas blues:0.755;honky tonk:0.724;blues:0.717;ballad:0.714;rockabilly:0.711;classic rock:0.661;oldies:0.647;texas:0.636;country:0.621;singer-songwriter:0.599;rock:0.591;progressive country:0.584;male vocalist:0.576;latin:0.567;funny:0.549;mexico:0.543;new orleans:0.532;american:0.518;guitar:0.518;classic:0.518;united states:0.493;traditional country:0.491;accordion:0.470
Fire,Steve Vai,163.692,-7.856,0.0,0.0,363.36281,2,1,2001,0.47212111953959446,6.942629837641904,0.4290951403441746,instrumental rock:1.000;heavy metal:0.877;hard rock:0.860;fusion:0.766;rock:0.758;metal:0.725;progressive:0.725;guitar virtuoso:0.725;instrumental:0.465;funk:0.450;jazz:0.434;acoustic:0.399;melodic:0.398;bass:0.390;beautiful:0.380;guitar:0.370;experimental:0.358;classical:0.357;80s:0.318;pop:0.316
Girl by the Lake,Max Stalling,190.485,-8.999,0.0,0.0,167.65342,7,1,0,0.2375544915400997,1.8305592322851503,0.32483615919145487,roots rock:1.000;americana:0.759;alternative country:0.707;country:0.704;texas:0.704;california:0.640;string:0.616;beat:0.616;dallas:0.606;texas music:0.581;texas country:0.512;singer-songwriter:0.454;soul:0.402;pop:0.348;female:0.348;alternative rock:0.330;american:0.308
Is It A Sin,Deepest Blue,130.013,-6.368,0.0,0.0,514.45506,6,0,2004,0.6331973791884784,-1.3303688032659,0.375859822800271,tech house:1.000;trance:0.982;progressive house:0.981;deep house:0.978;europop:0.961;downtempo:0.947;pop rap:0.946;hard house:0.923;tribal house:0.923;progressive trance:0.919;electro:0.912;electronic:0.910;house:0.903;trip hop:0.900;jazz funk:0.885;italian disco:0.885;british pop:0.885;vocal house:0.885;grime:0.885;soul jazz:0.885;uk garage:0.885;reggaeton:0.885;chill-out:0.885;hard trance:0.878;christian rock:0.859;garage rock:0.857;disco:0.850;hip hop:0.847;eurodance:0.842;breakbeat:0.831;club:0.828;techno:0.823;power pop:0.823;psychedelic rock:0.818;dance:0.805;dub:0.797;ska:0.786;alternative rock:0.774;classic rock:0.769;emo:0.766;ambient:0.758;hard rock:0.755;jazz:0.755;funk:0.753;electronica:0.750;pop:0.738;rock:0.737;singer-songwriter:0.731;indie rock:0.727
Parchman Farm (LP Version),Cactus,133.227,-5.872,0.0,0.0,186.69669,7,1,0,0.0,12.970065238453007,0.45625175672032253,blues-rock:1.000;jam band:0.907;psychedelic trance:0.882;hard rock:0.869;goa:0.868;classic rock:0.856;psychedelic rock:0.844;oldies:0.818;heavy metal:0.800;emo:0.796;progressive rock:0.792;blues:0.791;trance:0.781;techno:0.777;indie rock:0.759;rock:0.754;rock 'n roll:0.753;70s:0.740;electronic:0.704;psychedelic:0.673;indie:0.668;metal:0.668;punk:0.668;american:0.668;british:0.668;dark:0.668;stoner:0.668;jam:0.663;dark psytrance:0.659;united states:0.641;nepal:0.640;heavy rock:0.627;boogie:0.580;boogie rock:0.577;classic metal:0.568;bluesy:0.567;early metal:0.563;70s rock:0.557;rock 70s:0.542;power trio:0.517;detroit rock:0.512;alternative rock:0.395
Hello,Jan Wayne,127.968,-5.62,0.0,0.0,381.28281,6,1,2010,nan,10.712036195108881,0.3913199474580136,eurodance:1.000;club:0.977;happy hardcore:0.973;euro-trance:0.973;hardstyle:0.973;hard trance:0.966;techno:0.936;disco house:0.932;rave:0.915;power metal:0.901;disco:0.896;electro:0.871;hard rock:0.836;electronica:0.831;electronic:0.814;female vocalist:0.804;remix:0.778;vocal trance:0.778;psychedelic trance:0.750;dj:0.746;cover:0.738;rock:0.737;party music:0.731;german:0.729;pop:0.729;hardcore:0.729;gothic:0.706;metal:0.706;00s:0.706;germany:0.706;80s:0.666;progressive:0.666;vocal:0.666;bass:0.666;mix:0.659;hard dance:0.655;club music:0.650;pop rock:0.573
Under The Bayou Moon,Bob Cheevers,116.729,-9.816,0.0,0.0,204.38159,7,1,0,nan,3.2811711343827157,0.304157380247397,country rock:1.000;folk-pop:0.934;country:0.908;folk:0.870;americana:0.867;singer-songwriter:0.863;country folk:0.739;country blues:0.695;contemporary folk:0.662;vocal:0.655;texas:0.655;alternative folk:0.565;tennessee:0.552;modern folk:0.484
What You Gonna Do - Original,Chris Farlowe,103.342,-9.917,0.0,0.0,181.36771,11,0,0,nan,4.3168901859527935,0.37615910891758514,blue-eyed soul:1.000;pop rock:0.968;british invasion:0.952;blues-rock:0.945;soft rock:0.925;classic rock:0.911;british blues:0.882;german pop:0.882;r&b:0.872;blues:0.871;rock:0.868;psychedelic rock:0.856;symphonic rock:0.847;country rock:0.847;reggae:0.841;folk rock:0.838;ballad:0.836;chanson:0.834;soul:0.819;disco:0.816;pop:0.805;oldies:0.796;alternative rock:0.793;easy listening:0.781;mod:0.762;ska:0.757;indie rock:0.739;jazz:0.729;funk:0.728;singer-songwriter:0.707;male vocalist:0.681;60s:0.671;electronic:0.651;vocal:0.651;funk soul:0.643;folk:0.616;70s:0.616;punk:0.616;country:0.616;british:0.616;world:0.616;england:0.616;comedy:0.616;italy:0.616;jazz rock:0.603;poland:0.595;synthpop:0.583;german:0.558
Everyday,James Taylor,101.967,-8.736,0.0,0.0,197.11955,4,1,0,0.560091603263992,-0.3850654893500199,0.3062806664572593,folk-pop:1.000;soft rock:0.926;folk rock:0.892;classic rock:0.847;singer-songwriter:0.809;rock:0.799;folk:0.769;pop:0.709;psychedelic:0.709;acoustic:0.709;adult contemporary:0.674
A Closure in Infinity,Goatwhore,97.073,-5.559,0.0,0.0,224.86159,7,0,2003,0.46054128135865785,3.8902640658701007,0.48981600284324717,black metal:1.000;death metal:0.988;hardcore punk:0.987;heavy metal:0.981;blackened death metal:0.972;viking metal:0.914;gabba:0.914;sludge metal:0.914;extreme metal:0.914;hardstyle:0.914;melodic black metal:0.901;progressive trance:0.862;melodic death metal:0.855;doom metal:0.843;grindcore:0.841;thrash metal:0.827;rock:0.809;united states:0.778;electronica:0.748;metal:0.744;punk revival:0.742;electronic:0.729;american:0.729;hardcore:0.707;sludge:0.707;punk:0.670;germany:0.670;new orleans:0.651;goa trance:0.648;french:0.641;united states black metal:0.619;fast:0.617;angry:0.610;louisiana:0.600;american metal:0.576;nola:0.569;blackened thrash metal:0.567;punk metal:0.566;southern metal:0.564;death/thrash metal:0.561
With Tears In My Eyes,Wesley Tuttle,71.705,-15.019,0.0,0.0,175.22893,2,1,1992,0.26586104921065007,3.066507923658321,0.2958147843273724,western swing:1.000;traditional country:0.666;cowboy:0.631;country:0.551;guitar:0.362
He Wasn't Man Enough,Toni Braxton,175.959,-3.825,0.0,0.0,262.08608,11,0,2000,0.7963491564987717,6.406172941261275,0.43338506797744697,dance pop:1.000;rock:0.766;urban:0.734;adult contemporary:0.697;club:0.537;rap:0.466;hip hop:0.429;singer:0.428;smooth:0.407;female:0.404;sexy:0.399;male:0.399
Simple Communication,Jimmy Riley,157.137,-5.01,0.0,0.0,229.58975,11,0,0,nan,8.71409175793134,0.34772688771244986,roots reggae:1.000;lovers rock:0.981;reggae:0.950;rock steady:0.931;dub:0.906;dancehall:0.870;jungle music:0.824;ska:0.789;jamaica:0.695;electronic:0.644;world:0.623;vocal:0.623;roots:0.623;united states:0.595;drum and bass:0.592;lyrics:0.573;reggae pop:0.543;jah:0.485;rastafari:0.475;male vocalist:0.466
2.000 Kilometros,David Summers,111.063,-16.104,0.0,0.0,247.77098,7,1,1998,nan,-6.745070960364949,0.275300295575252,pop:1.000;spanish:1.000;00s:1.000;spain:1.000;latin:0.965;spanish pop:0.943;latin music:0.870;spanish music:0.639
When Jesus Comes Calling For Me,Dolly Parton,139.981,-10.915,0.0,0.0,166.24281,1,1,1998,0.3016817567316363,-3.3553340985858613,0.2580808225474627,bluegrass:1.000;singer-songwriter:0.826;female vocalist:0.797;country:0.786;pop:0.725;folk:0.725;traditional country:0.632;contemporary country:0.628;country pop:0.626;country folk:0.605;progressive country:0.488
It's All Because,Smash Palace,136.164,-5.135,0.0,0.0,276.81914,4,1,0,nan,6.110964109570319,0.3520358456460874,power pop:1.000;indie pop:0.922;80s:0.795;rock:0.724;americana:0.684;los angeles:0.680;new wave:0.624;california:0.622;pop rock:0.602;60s rock:0.534;pop:0.492;new york:0.480;guitar:0.480;old school:0.439;british:0.426;classic:0.409;lounge:0.363;house:0.362;world:0.360
Aloha,Brice Kapel,128.229,-4.107,0.0,0.0,297.09016,7,1,0,nan,13.314770600860234,0.34338128132609885,chanson francaise:1.000
Dik N Ballz,DJ Deeon,134.88,-13.286,0.0,0.0,260.30975,0,1,0,nan,14.59151815598436,0.3403683880846067,hard house:1.000;tech house:0.979;techno:0.967;hard trance:0.958;bass music:0.943;ghetto tech:0.928;gabba:0.928;chicago house:0.928;freestyle:0.906;electronic:0.906;trance:0.897;hip hop:0.895;house:0.878;progressive trance:0.876;electro:0.876;disco:0.874;italian disco:0.870;uk garage:0.870;progressive house:0.841;glitch:0.835;united states:0.790;acid:0.745;electronica:0.706;hardcore:0.702;belgium:0.702;minimal:0.666;nederland:0.666;tribal:0.643;french:0.637;synthpop:0.632;experimental:0.630;american:0.630;germany:0.630;chicago:0.630;acid house:0.582;dub techno:0.560;euro-house:0.548;miami:0.534;bounce:0.504;electro artists:0.472
Sporting Life Blues (Album Version),J.J. Cale & Eric Clapton,113.151,-14.259,0.0,0.0,211.17342,5,1,0,0.43675176268158095,-7.898840403625896,0.2814948194876418,blues-rock:1.000;country rock:0.912;folk rock:0.902;roots rock:0.885;southern rock:0.882;country blues:0.863;singer-songwriter:0.861;blues:0.838;texas blues:0.827;pop rock:0.804;rock:0.803;chill-out:0.800;swamp rock:0.798;rock 'n roll:0.798;r&b:0.789;soft rock:0.782;electric blues:0.780;classic rock:0.774;bluegrass:0.766;kraut rock:0.751;smooth jazz:0.730;disco:0.725;oldies:0.708;grunge:0.708;soundtrack:0.688;dub:0.684;hard rock:0.681;male vocalist:0.670;germany:0.654;jazz:0.652;funk:0.651;electro:0.647;dance:0.632;country:0.625;french:0.624;folk:0.615;guitar:0.615;70s:0.603;80s:0.603;alternative:0.603;american:0.603;pop:0.603;acoustic:0.603;90s:0.603;60s:0.603;electronic:0.586;instrumental:0.557
Man Man,Jacky Cheung,99.144,-10.305,0.0,0.0,283.71546,6,0,0,nan,1.8407101100314849,0.2864753679796286,cantonese pop:1.000;chill-out:1.000;chinese music:1.000;oldies:0.897;male vocalist:0.815;pop:0.788;chinese:0.762;vocal:0.722;classic:0.722;male:0.722;singer:0.722;cpop:0.685;cantonese:0.660;taiwan:0.656;mandarin:0.638;china:0.631;hong kong:0.625;chinese pop:0.596;aaa:0.530;hk-pop:0.442
Panama (Album Version),Van Halen,141.325,-5.338,0.0,0.0,212.63628,8,1,0,nan,9.474618019398816,0.4643765082280032,heavy metal:1.000;hard rock:0.983;rock:0.839;album rock:0.705;soundtrack:0.553;blues:0.502;singer:0.469;heavy:0.465;metal:0.465;guitar:0.465;classic:0.449;instrumental:0.443;pop:0.435;classical:0.400;lounge:0.359;acoustic:0.358
Revival In The Land (Album),The Nelons,164.828,-10.674,0.0,0.0,170.55302,9,1,0,nan,15.25029213090585,0.3576513158107122,ccm:1.000;southern gospel:0.890;country gospel:0.851;spiritual:0.570;gospel:0.390;vocal:0.352;christian:0.352
In My Dreams,Lionel Richie,84.821,-9.163,0.0,0.0,296.09751,4,1,2004,0.43965465970686407,0.8568052034556456,0.3492425423981084,quiet storm:1.000;soft rock:0.962;pop:0.732;urban:0.731;adult contemporary:0.694;ballad:0.670;new jack swing:0.602;soundtrack:0.504;funk:0.480;male:0.389;classic:0.373;vocal:0.349;soul:0.308
From The Ritz To The Rubble,Arctic Monkeys,184.023,-5.325,0.0,0.0,193.43628,9,0,2004,0.7718889141564897,1.532677973783812,0.3347201036035971,garage rock:1.000;rock:0.835;indie:0.803;british rock:0.753;sheffield:0.712;guitar:0.477;indie rock:0.430;alternative rock:0.416;pop:0.413;bass:0.396;punk:0.377;psychedelic:0.368;alternative:0.305
The Tarnished Angels (remastered),Fehlfarben,91.097,-8.351,0.0,0.0,330.65751,7,1,1991,nan,2.024076078229849,0.3372731183214269,new wave:1.000;pop rock:0.971;rock:0.913;ska punk:0.911;alternative rock:0.895;german pop:0.892;indie rock:0.876;neue deutsche welle:0.872;disco:0.869;electro:0.847;italian disco:0.838;europop:0.838;kraut rock:0.838;new beat:0.838;pop rap:0.838;electronic:0.821;soft rock:0.806;pop:0.796;germany:0.782;psychedelic rock:0.779;synthpop:0.778;classic rock:0.769;oldies:0.754;punk:0.752;hip hop:0.751;downtempo:0.744;reggae:0.737;hard rock:0.723;experimental:0.720;techno:0.715;industrial:0.714;intelligent dance music:0.706;male vocalist:0.688;ebm:0.681;house:0.681;german:0.676;minimal:0.666;nederland:0.626;alternative:0.613;indie:0.613;instrumental:0.613;80s:0.613;underground:0.613;political:0.613
I'm So Happy Now (Single Version),The Rascals,124.335,-10.953,0.0,0.0,170.63138,9,1,0,0.5297574502950253,0.2554582361023847,0.29264660351689453,blue-eyed soul:1.000;pop rock:0.926;psychedelic rock:0.846;soft rock:0.829;rock:0.828;blues-rock:0.816;hard house:0.816;downtempo:0.811;classic rock:0.810;folk rock:0.808;ballad:0.806;soundtrack:0.785;british pop:0.785;r&b:0.776;garage rock:0.762;oi:0.761;progressive house:0.759;soul:0.745;breakbeat:0.740;funk:0.740;stoner rock:0.739;oldies:0.739;disco:0.725;pop:0.707;psychedelic:0.701;vocal:0.688;lounge:0.688;indie rock:0.687;electronic:0.684;indie pop:0.683;united states:0.682;electro:0.673;hip hop:0.672;alternative rock:0.662;jazz:0.646;indie:0.625;british:0.625;60s:0.625;house:0.607;folk:0.607;alternative:0.575;world:0.575;american:0.575;00s:0.575;minimal:0.575;country:0.575
My Friend the Blind,Workhorse,132.093,-6.787,0.0,0.0,276.37506,7,1,2007,0.0,-3.614485242963655,0.34127186648795793,dirty south rap:1.000;stoner metal:0.828;stoner rock:0.811;doom metal:0.753;hip hop:0.728;rap:0.724;rock:0.638;metal:0.607;stoner:0.607;alternative:0.568;alternative rock:0.447
I Say No,Mighty Diamonds,171.377,-8.03,0.0,0.0,242.23302,9,1,0,0.0,2.433261723632849,0.3777549229357286,roots reggae:1.000;rock steady:0.966;ska:0.897;reggae:0.881;dub:0.866;chill-out:0.786;male vocalist:0.762;roots:0.722;jamaica:0.722;groovy:0.679;world:0.679;80s:0.679;70s:0.679;caribbean:0.648;southern soul:0.641;rasta:0.638;jamaican:0.636;dancehall reggae:0.590;roots and culture:0.583;wicked:0.583;jah:0.511;political reggae:0.470;dancehall:0.463;old school reggae:0.455
Ti Patheno,Yiannis Tassios,190.035,-7.399,0.0,0.0,208.1171,7,1,0,nan,4.354302130794082,0.35650391243654644,greek:1.000
Sera Cuestion De Conversar,Leonardo Favio,102.392,-13.879,0.0,0.0,229.25016,11,0,0,nan,-0.21653110101782874,0.30597210189898955,singer-songwriter:1.000;male vocalist:0.930;latin:0.897;spanish:0.897;tropical:0.869;pop:0.817;80s:0.817;argentina:0.817;argentinian:0.779;singer:0.760;song writer:0.720;dramatic:0.702;crooner:0.693;ballad:0.635;cancion de autor:0.610;romantic music:0.600;spanish songwriters:0.585
Dirty Dancer  (LP Version),MICHAEL WHITE,124.237,-13.54,0.0,0.0,239.64689,3,1,0,0.23906288705968087,5.592454954288323,0.34113312941221335,new orleans jazz:1.000;jazz funk:0.933;pop rap:0.933;free jazz:0.908;jazz:0.881;acid jazz:0.872;easy listening:0.852;disco:0.852;spiritual:0.802;electro:0.783;hip hop:0.781;soul:0.750;american:0.736;contemporary gospel:0.707;electronic:0.694;beautiful:0.694;contemporary jazz:0.694;rock:0.685;experimental:0.651;fusion:0.651;avant-garde:0.651;synthpop:0.612;violin:0.602;love song:0.581;maryland:0.543;progressive rock:0.502
Ali Ba Ba,Jackie Edwards,158.322,-14.635,0.0,0.0,178.46812,10,1,0,nan,-1.1339498117314908,0.3918311366687967,rock steady:1.000;reggae:0.990;roots reggae:0.986;lovers rock:0.970;ballad:0.963;ska:0.905;dub:0.896;northern soul:0.853;blues:0.845;dancehall:0.815;soul:0.795;garage rock:0.790;pop rock:0.772;pop:0.737;jamaica:0.683;rock:0.675;roots:0.668;smooth:0.646;skinhead:0.635;united states:0.618;funk soul:0.617;60s:0.610;germany:0.610;mod:0.602;christmas music:0.585;smooth reggae:0.582;skinhead reaggae:0.554;reggae pop:0.519;holiday:0.473
Down South,Sophie Tucker,95.514,-11.345,0.0,0.0,121.20771,10,1,0,nan,12.402653052475562,0.35286460873830283,vaudeville:1.000;easy listening:0.996;cabaret:0.957;country blues:0.957;gypsy jazz:0.957;doo-wop:0.957;harmonica blues:0.957;texas blues:0.957;los angeles:0.957;parody:0.957;chanson:0.941;jazz:0.928;blues:0.919;oldies:0.853;female vocalist:0.832;russia:0.818;swing:0.760;comedy:0.742;pop:0.718;rock:0.709;united states:0.684;folk:0.675;world:0.675;female:0.675;american:0.675;country:0.675;vocal:0.675;big band:0.669;dixieland:0.651;30s:0.605;old fashioned:0.593;jazz divas:0.585;angelic voices:0.551;78rpm:0.516;show tunes:0.504
